
[<DEVICE ID 1bfa:0498 on Bus 001 Address 007>]
[u'USB::7162::1176::0000803::INSTR']
Metrolab Technology SA,THM1176-MF,0000803,elD1-prD0-fw3.1
Ranges: 0.1 T,0.3 T,1 T,3 T
Auto ranging? ON
---------------------------------------------------------------------------------
                         date           Bx           By           Bz          |B|
---------------------------------------------------------------------------------
   2018-07-18 15:24:56.903554   +0.03373 T   +0.05859 T   +0.03489 T   0.07608 T
   2018-07-18 15:24:58.993209   +0.03531 T   +0.05757 T   +0.03408 T   0.07565 T
   2018-07-18 15:25:01.082891   +0.03387 T   +0.05757 T   +0.03409 T   0.07499 T
   2018-07-18 15:25:03.172550   +0.03529 T   +0.05668 T   +0.03479 T   0.07529 T
   2018-07-18 15:25:05.262273   +0.03479 T   +0.05747 T   +0.03398 T   0.07528 T
   2018-07-18 15:25:07.351966   +0.03511 T   +0.05731 T   +0.03426 T   0.07544 T
   2018-07-18 15:25:09.441664   +0.03577 T   +0.05789 T   +0.03341 T   0.07581 T
   2018-07-18 15:25:11.531329   +0.03559 T   +0.05730 T   +0.03397 T   0.07552 T
   2018-07-18 15:25:13.620994   +0.03605 T   +0.05791 T   +0.03386 T   0.07616 T
   2018-07-18 15:25:15.711122   +0.03541 T   +0.05806 T   +0.03484 T   0.07641 T
   2018-07-18 15:25:17.800674   +0.03446 T   +0.05779 T   +0.03455 T   0.07564 T
#  2018-07-18 15:25:19.890115   +0.02081 T   +0.04813 T   +0.05058 T   0.07286 T
---------------------------------------------------------------------------------
